role_id,member_id,member_order,relationship_to_reference_adult,partner_member_id,age_years_design,source_age_band,age_band,life_role,routine,comfort,task_flexibility,participation,needs_priority,cost_importance_1_5,grid_importance_1_5,control,trait_basis,weekday_window_status,weekend_window_status
cityrole-0146,m01,1,reference_adult,m02,77,65_79,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,2,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0146,m02,2,spouse,m01,77,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0147,m01,1,reference_adult,m02,39,20_59,adult,home_work,home_regular,normal_comfort,rigid,usually_decides,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0147,m02,2,spouse,m01,36,20_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0148,m01,1,reference_adult,m02,32,20_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_decides,no,4,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0148,m02,2,spouse,m01,27,20_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0149,m01,1,reference_adult,m02,41,20_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_decides,no,2,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0149,m02,2,spouse,m01,44,20_59,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0150,m01,1,reference_adult,m02,37,20_59,adult,not_working,mixed,normal_comfort,flexible,usually_decides,no,2,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0150,m02,2,spouse,m01,40,20_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0151,m01,1,reference_adult,m02,31,20_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,3,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0151,m02,2,spouse,m01,32,20_59,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0152,m01,1,reference_adult,,55,50_59,adult,home_work,home_regular,temp_sensitive,rigid,usually_decides,no,1,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0152,m02,2,child,,27,18_29,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0152,m03,3,child,,31,18_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0153,m01,1,reference_adult,m02,35,20_59,adult,shift,irregular,normal_comfort,rigid,usually_decides,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0153,m02,2,spouse,m01,38,20_59,adult,not_working,mixed,temp_sensitive,rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0154,m01,1,reference_adult,,52,50_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_decides,no,5,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0154,m02,2,child,,26,18_29,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0154,m03,3,child,,23,18_59,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0155,m01,1,reference_adult,m03,42,35_59,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_decides,no,1,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0155,m02,2,child,,16,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0155,m03,3,spouse,m01,39,0_59,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0156,m01,1,reference_adult,,48,35_59,adult,outside_work,out_regular,normal_comfort,flexible,usually_decides,no,4,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0157,m01,1,reference_adult,m03,42,35_59,adult,home_work,home_regular,temp_tolerant,flexible,usually_decides,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0157,m02,2,child,,5,0_17,under18,preschool,home_regular,normal_comfort,flexible,usually_joint,yes,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0157,m03,3,spouse,m01,42,0_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0158,m01,1,reference_adult,,56,50_59,adult,shift,irregular,temp_sensitive,rigid,usually_decides,no,2,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0158,m02,2,child,,22,18_29,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0158,m03,3,child,,23,18_59,adult,home_work,home_regular,normal_comfort,flexible,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0159,m01,1,reference_adult,,47,35_59,adult,caregiver,mixed,normal_comfort,rigid,usually_decides,no,3,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0160,m01,1,reference_adult,,52,50_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_decides,no,2,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0160,m02,2,child,,21,18_29,adult,home_work,home_regular,normal_comfort,rigid,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0160,m03,3,child,,23,18_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0161,m01,1,reference_adult,m03,40,35_59,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_decides,no,3,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0161,m02,2,child,,11,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0161,m03,3,spouse,m01,40,0_59,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0162,m01,1,reference_adult,,51,35_59,adult,home_work,home_regular,normal_comfort,flexible,usually_decides,no,5,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0163,m01,1,reference_adult,,30,20_34,adult,shift,irregular,temp_tolerant,flexible,usually_decides,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0164,m01,1,reference_adult,,54,50_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_decides,no,5,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0164,m02,2,child,,26,18_29,adult,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0164,m03,3,child,,27,18_59,adult,shift,irregular,normal_comfort,flexible,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0165,m01,1,reference_adult,m02,62,60_64,older,retired,home_regular,normal_comfort,rigid,usually_decides,no,1,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0165,m02,2,spouse,m01,60,60_64,older,caregiver,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0166,m01,1,reference_adult,,20,20_34,adult,outside_work,out_regular,temp_tolerant,semi_rigid,usually_decides,no,2,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0167,m01,1,reference_adult,m03,37,35_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_decides,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0167,m02,2,child,,5,0_17,under18,preschool,home_regular,temp_tolerant,semi_rigid,usually_joint,yes,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0167,m03,3,spouse,m01,41,0_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0167,m04,4,child,,8,0_59,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0168,m01,1,parent_of_reference_adult,,59,50_59,adult,shift,irregular,normal_comfort,flexible,usually_decides,no,4,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0168,m02,2,reference_adult,m04,37,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0168,m03,3,child,,18,18_29,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0168,m04,4,spouse,m02,38,30_49,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0169,m01,1,reference_adult,,47,35_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_decides,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0170,m01,1,reference_adult,m02,42,20_59,adult,not_working,mixed,temp_sensitive,rigid,usually_decides,no,4,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0170,m02,2,spouse,m01,43,20_59,adult,home_work,home_regular,temp_tolerant,flexible,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0171,m01,1,reference_adult,,52,35_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_decides,no,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0172,m01,1,parent_of_reference_adult,,58,50_59,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_decides,no,3,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0172,m02,2,reference_adult,m04,39,30_49,adult,caregiver,mixed,normal_comfort,rigid,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0172,m03,3,child,,19,18_29,adult,outside_work,out_regular,temp_sensitive,rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0172,m04,4,spouse,m02,39,30_49,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0172,m05,5,child,,15,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0172,m06,6,sibling,,40,30_49,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0172,m07,7,child,,17,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0173,m01,1,reference_adult,,66,65_79,older,retired,home_regular,temp_sensitive,semi_rigid,usually_decides,no,1,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0173,m02,2,child,m04,37,20_59,adult,not_working,mixed,temp_tolerant,semi_rigid,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0173,m03,3,child,,40,20_59,adult,home_work,home_regular,normal_comfort,rigid,usually_joint,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0173,m04,4,spouse_of_child,m02,34,20_59,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0174,m01,1,reference_adult,,54,50_59,adult,caregiver,mixed,normal_comfort,flexible,usually_decides,no,1,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0174,m02,2,child,,22,18_29,adult,outside_work,out_regular,temp_sensitive,semi_rigid,usually_joint,no,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0175,m01,1,reference_adult,,70,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0176,m01,1,reference_adult,,57,50_59,adult,outside_work,out_regular,temp_sensitive,rigid,usually_decides,no,4,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0176,m02,2,child,m04,25,18_29,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0176,m03,3,child,,22,18_59,adult,not_working,mixed,normal_comfort,flexible,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0176,m04,4,spouse_of_child,m02,25,18_59,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0177,m01,1,parent_of_reference_adult,,72,65_79,older,retired,home_regular,normal_comfort,rigid,usually_decides,no,4,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0177,m02,2,reference_adult,m05,35,30_49,adult,caregiver,mixed,temp_sensitive,rigid,usually_joint,no,4,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0177,m03,3,child,,11,0_17,under18,student,out_regular,temp_tolerant,flexible,usually_joint,yes,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0177,m04,4,child,,10,0_17,under18,student,out_regular,normal_comfort,flexible,usually_joint,yes,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0177,m05,5,spouse,m02,39,30_49,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_joint,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0177,m06,6,child,,8,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0178,m01,1,reference_adult,,52,50_59,adult,shift,irregular,temp_tolerant,semi_rigid,usually_decides,no,2,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0178,m02,2,child,m04,26,18_29,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0178,m03,3,child,,30,18_59,adult,home_work,home_regular,temp_sensitive,rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0178,m04,4,spouse_of_child,m02,28,18_59,adult,caregiver,mixed,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0179,m01,1,reference_adult,m03,49,35_59,adult,caregiver,mixed,temp_sensitive,semi_rigid,usually_decides,yes,2,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0179,m02,2,child,,7,0_17,under18,student,out_regular,temp_tolerant,semi_rigid,usually_joint,yes,1,1,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0179,m03,3,spouse,m01,49,0_59,adult,shift,irregular,normal_comfort,rigid,usually_joint,no,3,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0180,m01,1,reference_adult,,57,50_59,adult,not_working,mixed,normal_comfort,flexible,usually_decides,no,4,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0180,m02,2,child,,20,18_29,adult,home_work,home_regular,temp_sensitive,semi_rigid,usually_joint,no,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0180,m03,3,child,,20,18_59,adult,caregiver,mixed,temp_tolerant,semi_rigid,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0181,m01,1,reference_adult,,49,35_59,adult,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,5,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0182,m01,1,reference_adult,m02,63,60_64,older,caregiver,home_regular,temp_sensitive,rigid,usually_decides,no,3,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0182,m02,2,spouse,m01,64,60_64,older,outside_work,out_regular,temp_tolerant,flexible,usually_joint,no,4,5,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0183,m01,1,reference_adult,,27,20_34,adult,shift,irregular,normal_comfort,rigid,usually_decides,no,5,2,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0184,m01,1,reference_adult,,81,80_plus,older,retired,home_regular,temp_tolerant,semi_rigid,usually_decides,no,1,5,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0184,m02,2,child,m04,56,20_59,adult,outside_work,out_regular,normal_comfort,rigid,usually_joint,no,1,1,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0184,m03,3,child,,59,20_59,adult,shift,irregular,temp_sensitive,rigid,usually_joint,no,3,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0184,m04,4,spouse_of_child,m02,56,20_59,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0185,m01,1,parent_of_reference_adult,,53,50_59,adult,not_working,mixed,temp_sensitive,semi_rigid,usually_decides,no,5,3,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0185,m02,2,reference_adult,m05,35,30_49,adult,home_work,home_regular,temp_tolerant,semi_rigid,usually_joint,no,2,4,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0185,m03,3,child,,8,0_17,under18,student,out_regular,normal_comfort,rigid,usually_joint,yes,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0185,m04,4,child,,8,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0185,m05,5,spouse,m02,39,30_49,adult,shift,irregular,temp_tolerant,flexible,usually_joint,no,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,UNKNOWN_IRREGULAR,UNKNOWN_IRREGULAR
cityrole-0186,m01,1,reference_adult,,24,20_34,adult,outside_work,out_regular,normal_comfort,flexible,usually_decides,no,2,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0187,m01,1,parent_of_reference_adult,,74,65_79,older,outside_work,out_regular,temp_tolerant,flexible,usually_decides,no,2,4,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0187,m02,2,reference_adult,m05,35,30_49,adult,caregiver,mixed,normal_comfort,flexible,usually_joint,no,4,5,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0187,m03,3,child,,9,0_17,under18,student,out_regular,temp_sensitive,semi_rigid,usually_joint,yes,1,1,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0187,m04,4,child,,5,0_17,under18,preschool,home_regular,temp_tolerant,semi_rigid,usually_joint,yes,3,2,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0187,m05,5,spouse,m02,38,30_49,adult,not_working,mixed,normal_comfort,rigid,usually_joint,no,5,3,manual,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0187,m06,6,child,,7,0_17,under18,student,out_regular,temp_sensitive,rigid,usually_joint,yes,2,4,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0188,m01,1,reference_adult,,75,65_79,older,home_work,mixed,temp_sensitive,rigid,usually_decides,no,2,2,confirm,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
cityrole-0188,m02,2,child,m04,50,20_59,adult,not_working,mixed,temp_tolerant,flexible,usually_joint,no,5,3,auto,age_compatible_role_and_counterbalanced_experimental_member_traits,SYNTHETIC_TYPICAL,SYNTHETIC_TYPICAL
