case_id,role_id,day_index,simulated_calendar_day,city,province,plan_family_id,plan_family_zh,action_contrast_status,contrast_basis,difference_reason_zh,baseline_owned_device_kwh,candidate_owned_device_kwh,baseline_selected_ac_proxy_kwh,candidate_selected_ac_proxy_kwh,baseline_attributable_kwh,candidate_attributable_kwh,candidate_minus_baseline_attributable_kwh,baseline_all_owned_room_24h_mean_c,candidate_all_owned_room_24h_mean_c,simulated_outdoor_min_c,simulated_outdoor_max_c,weather_kind,metric_scope,temperature_scope,feedback_rows
cityrole-0001/day-01,cityrole-0001,1,07-14,南昌市,江西,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.16,34.16,26.60,33.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-04,cityrole-0229,4,07-17,诸暨市,浙江,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,3.564814,3.430281,3.564814,3.430281,-0.134533,31.55,31.71,26.70,35.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-05,cityrole-0229,5,07-18,诸暨市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.27,34.36,23.80,36.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-06,cityrole-0229,6,07-19,诸暨市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.39,34.41,23.20,33.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-07,cityrole-0229,7,07-20,诸暨市,浙江,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,3.621664,3.465779,3.621664,3.465779,-0.155885,32.01,32.13,24.90,34.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-08,cityrole-0229,8,07-21,诸暨市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.14,33.22,24.70,35.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-09,cityrole-0229,9,07-22,诸暨市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.24,34.26,24.30,34.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0229/day-10,cityrole-0229,10,07-23,诸暨市,浙江,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,3.727772,3.583607,3.727772,3.583607,-0.144165,33.30,33.41,26.90,35.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-01,cityrole-0230,1,07-14,衡水市,河北,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,3.200000,3.200000,0.184396,0.184396,3.384396,3.384396,0.000000,19.20,19.20,20.70,31.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-02,cityrole-0230,2,07-15,衡水市,河北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.210315,0.210315,0.210315,0.210315,0.000000,19.30,19.30,22.20,32.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-03,cityrole-0230,3,07-16,衡水市,河北,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,3.200000,3.200000,0.000000,0.000000,3.200000,3.200000,0.000000,19.63,19.63,23.80,33.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-04,cityrole-0230,4,07-17,衡水市,河北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,0.169219,0.169235,0.669219,0.669235,0.000016,19.74,19.75,23.30,33.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-05,cityrole-0230,5,07-18,衡水市,河北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,3.200000,3.200000,0.162625,0.157948,3.362625,3.357948,-0.004677,19.68,19.69,21.80,32.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-06,cityrole-0230,6,07-19,衡水市,河北,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.700000,2.700000,0.000000,0.000000,2.700000,2.700000,0.000000,19.25,19.26,23.30,27.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-07,cityrole-0230,7,07-20,衡水市,河北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,3.200000,3.200000,0.289326,0.289609,3.489326,3.489609,0.000283,19.06,19.06,22.70,29.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-08,cityrole-0230,8,07-21,衡水市,河北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,3.200000,3.200000,0.169708,0.169938,3.369708,3.369938,0.000230,18.49,18.49,21.00,24.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-09,cityrole-0230,9,07-22,衡水市,河北,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,0.231944,0.231938,0.231944,0.231938,-0.000006,18.61,18.61,20.50,29.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0230/day-10,cityrole-0230,10,07-23,衡水市,河北,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,3.200000,3.200000,0.000000,0.000000,3.200000,3.200000,0.000000,19.41,19.42,25.00,32.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-01,cityrole-0231,1,07-14,广州市,广东,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,34.60,34.60,25.30,32.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-02,cityrole-0231,2,07-15,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,35.24,35.24,26.80,34.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-03,cityrole-0231,3,07-16,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,35.63,35.63,26.70,34.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-04,cityrole-0231,4,07-17,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,35.88,35.88,27.10,35.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-05,cityrole-0231,5,07-18,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,36.32,36.31,27.50,35.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-06,cityrole-0231,6,07-19,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,36.69,36.69,27.70,35.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-07,cityrole-0231,7,07-20,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,36.83,36.83,27.30,34.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-08,cityrole-0231,8,07-21,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,36.68,36.68,27.80,34.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-09,cityrole-0231,9,07-22,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,36.46,36.46,27.10,35.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0231/day-10,cityrole-0231,10,07-23,广州市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,36.36,36.36,28.20,34.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-01,cityrole-0232,1,07-14,温州市,浙江,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,2.209444,2.209444,2.209444,2.209444,0.000000,33.02,33.02,26.10,32.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-02,cityrole-0232,2,07-15,温州市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.33,33.33,26.10,32.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-03,cityrole-0232,3,07-16,温州市,浙江,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.56,33.56,25.60,31.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-04,cityrole-0232,4,07-17,温州市,浙江,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.29,33.29,25.60,29.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-05,cityrole-0232,5,07-18,温州市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.84,32.84,26.40,28.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-06,cityrole-0232,6,07-19,温州市,浙江,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,2.424941,2.286272,2.424941,2.286272,-0.138669,32.30,32.32,26.40,31.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-07,cityrole-0232,7,07-20,温州市,浙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,2.154450,2.039153,2.654450,2.539153,-0.115297,32.38,32.42,25.80,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-08,cityrole-0232,8,07-21,温州市,浙江,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,2.172515,2.062912,2.172515,2.062912,-0.109603,32.50,32.55,25.70,32.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-09,cityrole-0232,9,07-22,温州市,浙江,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.06,33.10,26.40,33.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0232/day-10,cityrole-0232,10,07-23,温州市,浙江,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.74,33.77,27.20,34.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-01,cityrole-0233,1,07-14,仙桃市,湖北,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,2.300000,2.300000,3.377908,3.377908,5.677908,5.677908,0.000000,33.70,33.70,28.60,35.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-02,cityrole-0233,2,07-15,仙桃市,湖北,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,33.98,33.98,25.30,35.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-03,cityrole-0233,3,07-16,仙桃市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,3.501407,3.333678,4.001407,3.833678,-0.167729,33.70,33.73,25.70,36.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-04,cityrole-0233,4,07-17,仙桃市,湖北,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.05,33.08,24.00,28.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-05,cityrole-0233,5,07-18,仙桃市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,1.800000,1.800000,2.877159,2.721686,4.677159,4.521686,-0.155473,32.02,32.07,24.30,34.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-06,cityrole-0233,6,07-19,仙桃市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,2.914898,2.775463,5.214898,5.075463,-0.139435,32.64,32.71,29.20,35.20,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-07,cityrole-0233,7,07-20,仙桃市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,2.771845,2.638447,5.071845,4.938447,-0.133398,32.71,32.80,26.00,33.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-08,cityrole-0233,8,07-21,仙桃市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,2.300000,2.300000,2.653053,2.521872,4.953053,4.821872,-0.131181,32.69,32.79,27.80,33.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-09,cityrole-0233,9,07-22,仙桃市,湖北,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.300000,2.300000,0.000000,0.000000,2.300000,2.300000,0.000000,33.03,33.09,25.60,31.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0233/day-10,cityrole-0233,10,07-23,仙桃市,湖北,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,3.437876,3.285011,3.937876,3.785011,-0.152865,33.33,33.41,27.20,37.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-01,cityrole-0234,1,07-14,肇东市,黑龙江,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.500000,0.500000,1.169754,1.169754,1.669754,1.669754,0.000000,33.76,33.76,16.30,27.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-02,cityrole-0234,2,07-15,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.093563,1.018629,1.593563,1.518629,-0.074934,33.74,33.76,18.60,28.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-03,cityrole-0234,3,07-16,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.099960,1.033452,1.599960,1.533452,-0.066508,33.75,33.79,17.60,27.60,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-04,cityrole-0234,4,07-17,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.238668,1.174885,1.738668,1.674885,-0.063783,33.92,33.96,17.80,30.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-05,cityrole-0234,5,07-18,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.236983,1.174460,1.736983,1.674460,-0.062523,34.25,34.30,17.10,31.70,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-06,cityrole-0234,6,07-19,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.343138,1.280552,1.843138,1.780552,-0.062586,34.56,34.62,17.30,32.00,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-07,cityrole-0234,7,07-20,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.448099,1.385316,1.948099,1.885316,-0.062783,34.89,34.95,19.50,32.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-08,cityrole-0234,8,07-21,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.591660,1.528255,2.091660,2.028255,-0.063405,34.87,34.93,18.60,30.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-09,cityrole-0234,9,07-22,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.730252,1.666914,2.230252,2.166914,-0.063338,35.58,35.65,24.30,35.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0234/day-10,cityrole-0234,10,07-23,肇东市,黑龙江,ac_plus_device_shift,空调设定点与设备移时,meaningful,temperature_setpoint,空调设定点与设备移时,0.500000,0.500000,1.469394,1.407821,1.969394,1.907821,-0.061573,35.67,35.74,20.70,29.80,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-01,cityrole-0235,1,07-14,重庆市,重庆,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.39,26.39,22.20,24.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-02,cityrole-0235,2,07-15,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.700000,2.700000,0.000000,0.000000,2.700000,2.700000,0.000000,26.94,26.94,22.60,26.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-03,cityrole-0235,3,07-16,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,28.66,28.67,23.40,32.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-04,cityrole-0235,4,07-17,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,3.200000,3.200000,0.000000,0.000000,3.200000,3.200000,0.000000,30.56,30.55,24.00,31.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-05,cityrole-0235,5,07-18,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.700000,2.700000,0.000000,0.000000,2.700000,2.700000,0.000000,31.15,31.15,24.30,30.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-06,cityrole-0235,6,07-19,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,31.42,31.43,23.80,28.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-07,cityrole-0235,7,07-20,重庆市,重庆,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.04,32.04,23.70,34.10,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-08,cityrole-0235,8,07-21,重庆市,重庆,no_contrast,当日无方案动作差异,equivalent,,当日无合法方案改变,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.35,33.35,25.50,35.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-09,cityrole-0235,9,07-22,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,2.700000,2.700000,0.000000,0.000000,2.700000,2.700000,0.000000,34.55,34.55,25.40,36.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0235/day-10,cityrole-0235,10,07-23,重庆市,重庆,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,35.38,35.38,25.90,35.40,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0236/day-01,cityrole-0236,1,07-14,深圳市,广东,no_contrast,当日无方案动作差异,equivalent,,首日共同背景，无方案差异,0.500000,0.500000,2.184770,2.184770,2.684770,2.684770,0.000000,32.80,32.80,24.70,29.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0236/day-02,cityrole-0236,2,07-15,深圳市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,32.87,32.87,24.80,27.50,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0236/day-03,cityrole-0236,3,07-16,深圳市,广东,device_time_shift,设备运行移时,meaningful,device_schedule,设备运行移时,0.500000,0.500000,0.000000,0.000000,0.500000,0.500000,0.000000,33.52,33.52,24.50,30.90,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
cityrole-0236/day-04,cityrole-0236,4,07-17,深圳市,广东,ac_setpoint,空调设定点调整,meaningful,temperature_setpoint,空调设定点调整,0.000000,0.000000,2.890514,2.779305,2.890514,2.779305,-0.111209,34.49,34.51,24.40,33.30,CSWD typical-year simulated scenario,owned devices plus selected AC COP3 proxy; not full household bill,all owned rooms × all 24 hours equally weighted; not comfort score,0
